,node_id pop_name max_mean_rate(Hz) preferred_angle OSI DSI Ave_Rate(Hz) firing_rate_sp,firing_rate_white_flash,firing_rate_black_flash,tfs,significant_tfs
4746,4746 i4Sst 10.8  0.0162907268170426 0.029047313112772 9.975 3.175,15.28,7.92,63.0,True
4747,4747 i4Sst 8.65  0.0452795779774398 0.0393444941432557 7.531250000000001 1.675,17.080000000000002,6.32,61.0,True
4748,4748 i4Sst 9.299370322571392 100.7732497470958 0.2043289803366575 0.0845423741809809 5.981249999999999 1.5999999999999999,14.040000000000001,5.760000000000001,57.0,True
4749,4749 i4Sst 8.902347444146661 94.47362342229812 0.241134050398523 0.0798716116410432 5.35625 1.2249999999999999,,,,
4750,4750 i4Sst 10.95  0.0205146507590293 0.0349225143266067 9.825 5.325,14.6,8.040000000000001,58.0,True
4751,4751 i4Sst 12.45  0.0724182544676273 0.0499510194338686 10.26875 5.824999999999999,,,,
4752,4752 i4Sst 9.4  0.0698011558616026 0.0403317498217439 7.81875 2.25,19.599999999999998,8.920000000000002,61.0,True
4753,4753 i4Sst 8.672471764860488 125.99567738818048 0.0494366551787721 0.0277434588098589 7.7625 2.45,15.84,7.92,54.0,True
4754,4754 i4Sst 8.492683029857837 127.2853909631642 0.0872458842765116 0.0302424402177653 7.074999999999999 2.525,13.68,6.08,63.0,True
4755,4755 i4Sst 9.7  0.0505273512033921 0.0367859481760339 8.506249999999998 4.525,15.24,7.92,58.0,True
4756,4756 i4Sst 9.35  0.0508689057503269 0.0219928372222764 8.431249999999999 3.675,14.76,6.760000000000001,63.0,True
4757,4757 i4Sst 10.439762684908317 122.80657906325187 0.052196211016169 0.0268034999393393 9.375 3.3499999999999996,,,,
4758,4758 i4Sst 9.149914017928564 128.58109365934584 0.07020768093157 0.0138852305603957 8.075 2.7,13.96,6.720000000000001,61.5,True
4759,4759 i4Sst 10.93211328701973 125.24791665453 0.1445903368361279 0.0447521422892761 7.94375 2.9499999999999997,17.32,7.0,57.0,True
4760,4760 i4Sst 9.443703774964884 144.66771446599867 0.0684179224379594 0.0066729871424524 8.5 2.9749999999999996,17.840000000000003,8.4,60.0,True
4761,4761 i4Sst 11.25064529945952 138.05651506825683 0.053033008588991 0.0188974526163844 10.0 3.925,16.8,7.56,57.5,True
4762,4762 i4Sst 9.72910502298195 158.6273355658126 0.0621745334586703 0.0250709267933564 7.6 2.8499999999999996,13.360000000000001,5.68,59.0,True
4763,4763 i4Sst 8.366127719227107 164.37363684298273 0.1945776879139907 0.085316644031675 5.3875 2.575,,,,
4764,4764 i4Sst 8.499111186397123 68.2146871967027 0.0389415516440272 0.0276795307217012 9.375000000000002 4.725,,,,
4765,4765 i4Sst 9.241353625913495 174.28516531865696 0.0339046124455496 0.0231737885848592 8.71875 3.750000000000001,15.959999999999999,7.4,59.0,True
4766,4766 i4Sst 10.86099883315413 170.54517737056435 0.0241796592298126 0.0119473361153423 10.525 5.999999999999999,11.96,6.44,59.5,True
4767,4767 i4Sst 10.25  0.0111868971885538 0.0093324847101215 9.9 5.874999999999999,,,,
4768,4768 i4Sst 12.3  0.0218235036639334 0.0135542837186766 11.4125 6.499999999999999,13.92,5.28,63.5,True
4769,4769 i4Sst 9.5  0.0114919136500941 0.0284855192264388 8.71875 2.525,10.88,6.28,66.5,True
4770,4770 i4Sst 9.57123404674021 185.99728303209372 0.2134057114158115 0.0299763598161285 6.53125 4.699999999999999,,,,
4771,4771 i4Sst 10.3  0.0136695682975478 0.0126237228217319 9.6125 4.725,11.48,6.2,63.0,True
4772,4772 i4Sst 8.03321209465283 185.32936832709 0.2480529035031226 0.0545230576398393 4.76875 2.1,,,,
4773,4773 i4Sst 9.3  0.0264170328289194 0.0112670901584945 8.725 4.375,12.44,8.68,61.0,True
4774,4774 i4Sst 11.3  0.0309116874527721 0.0215133787150212 10.25 6.05,12.8,5.96,58.0,True
4775,4775 i4Sst 9.27554080201844 216.7320006683612 0.1611210695920595 0.046150831249044 6.468749999999999 2.2750000000000004,10.8,5.4799999999999995,64.0,True
4776,4776 i4Sst 6.6  0.0281402842913508 0.0473516638606759 5.6625000000000005 2.175,14.76,7.8,55.5,True
4777,4777 i4Sst 3.1  0.0761184201001388 0.048865361804942 2.51875 1.5999999999999999,,,,
4778,4778 i4Sst 6.1  0.0425547646748733 0.0421186746440966 5.4875 1.8000000000000003,,,,
4779,4779 i4Sst 4.65  0.0086002240336951 0.0413270429367535 4.2375 2.075,,,,
4780,4780 i4Sst 8.650364830839942 88.12369718194529 0.0567690944962189 0.0123020890983437 7.49375 3.7750000000000004,14.92,7.119999999999999,54.0,True
4781,4781 i4Sst 8.011239858046574 47.2526344685825 0.0535756125412023 0.0109386515560368 7.25625 3.2499999999999996,10.120000000000001,5.08,59.0,True
4782,4782 i4Sst 2.278227054485981 71.72547597174295 0.1604634817187011 0.0453273880935399 1.6437499999999998 0.675,,,,
4783,4783 i4Sst 3.6  0.078973316611867 0.0609315583678148 3.0875000000000004 2.0749999999999997,,,,
4784,4784 i4Sst 4.22013710930584 255.65411020552165 0.1041165148493641 0.0868354201054061 2.60625 1.2750000000000001,,,,
4785,4785 i4Sst 4.482263316596822 260.23869328482067 0.1170487325486993 0.0150013691710563 3.29375 1.575,,,,
4786,4786 i4Sst 3.65  0.0684220355831711 0.0385640023174968 2.91875 2.1,,,,
4787,4787 i4Sst 4.335500081137943 247.92857431314616 0.1007292083016316 0.0336090745628685 3.55625 1.5499999999999998,,,,
4788,4788 i4Sst 5.418930681900018 252.4874061819996 0.1245035681091819 0.0985852273649576 3.85 1.8250000000000002,,,,
4789,4789 i4Sst 4.01432413001835 259.00298107129635 0.1482155451504909 0.0513321807175193 2.725 1.15,,,,
4790,4790 i4Sst 3.3  0.0735480693581019 0.0303974184080615 2.7875 1.525,,,,
4791,4791 i4Sst 10.85  0.0349011924850028 0.0111151155327956 9.86875 6.375000000000001,,,,
4792,4792 i4Sst 2.2  0.1305550768801182 0.0527204960526573 1.71875 1.0999999999999999,,,,
4793,4793 i4Sst 2.75  0.2036447773605275 0.0555380788416634 1.825 1.1,,,,
4794,4794 i4Sst 3.7  0.1862933584954148 0.0669271771055866 2.625 1.35,10.92,6.2,60.0,True
4795,4795 i4Sst 4.202455880351647 300.2305120654803 0.3043389922803554 0.0173143049452192 2.34375 1.05,,,,
4796,4796 i4Sst 12.3  0.0350786363319721 0.014064296662206 11.2375 6.525,14.28,7.08,57.5,True
4797,4797 i4Sst 7.2537917125732445 320.75879780242224 0.168189342184842 0.0702077334649492 4.9125 2.775,,,,
4798,4798 i4Sst 10.816704679702452 313.8652772624172 0.1596644251583318 0.0577743039104244 7.60625 3.5500000000000003,15.16,7.4,56.0,True
4799,4799 i4Sst 4.889944783494438 317.1184705477078 0.3035521508422317 0.1629706689113031 2.51875 1.4999999999999998,,,,
4800,4800 i4Sst 5.185113886965747 319.8350567297397 0.1022018270250747 0.0592327564278808 3.99375 0.825,16.240000000000002,7.64,55.5,True
4801,4801 i4Sst 6.4039749480834 313.59749182485206 0.3182817760507964 0.0710911718468803 3.6 1.1500000000000001,,,,
4802,4802 i4Sst 9.029263724347691 331.6285258553414 0.0484994185609667 0.0144016984786442 7.649999999999999 1.8750000000000002,13.639999999999999,7.4,62.0,True
4803,4803 i4Sst 9.873907630234314 337.43120185362244 0.2658629728017308 0.0501615938942646 5.768750000000001 2.55,,,,
4804,4804 i4Sst 10.45  0.0355326857520634 0.0270104934280798 9.36875 3.9750000000000005,15.64,8.319999999999999,58.0,True
4805,4805 i4Sst 9.56398897822604 349.8640511191467 0.1043813797233909 0.0252985183688305 7.85 3.35,16.2,8.52,60.5,True
4806,4806 i4Sst 8.61471329149146 338.6038323253539 0.0545024943031692 0.0141704464246924 8.03125 2.25,15.72,8.36,62.0,True
4807,4807 i4Sst 10.453574127725856 318.5574047596491 0.0299699358377376 0.0402529330653304 9.16875 2.7,18.56,7.4799999999999995,59.5,True
4808,4808 i4Sst 8.879940970799854 327.2112609178554 0.0550529697353565 0.0099832715439254 8.28125 2.175,17.24,8.88,57.0,True
4809,4809 i4Sst 11.917857236242268 317.9965739532088 0.0254888208895454 0.0041630469242015 11.375 6.9,14.72,7.4799999999999995,59.0,True
4810,4810 i4Sst 10.36320908092761 341.4417549658079 0.0297068530078798 0.0256997288701887 10.225 4.425,,,,
4811,4811 i4Sst 11.273695242218926 351.6812436362732 0.0515570691798051 0.0184966141000998 10.124999999999998 4.15,,,,
4812,4812 i4Sst 10.605347029631943 357.31435119057403 0.0327156308207559 0.005002299256617 9.999999999999998 3.6,,,,
4813,4813 i4Sst 9.340896588272017 348.8113200283536 0.0632221600781189 0.0262425257304474 8.4 2.65,,,,
4814,4814 i4Sst 10.29932137070648 355.08711732869995 0.0886090315838973 0.0165700871585577 8.6875 2.95,,,,
4815,4815 i4Sst 9.831692660699265 352.46553785830827 0.0421637021355783 0.0062865567156591 9.375 3.2250000000000005,13.96,7.28,60.0,True
4816,4816 e4Nr5a1 3.05  0.0953450550804536 0.0531803313244971 2.4875 3.05,,,,
4817,4817 e4Nr5a1 4.009317779016083 358.1244990286005 0.0840929606714111 0.0649744146443688 2.98125 3.275,,,,
4818,4818 e4Nr5a1 3.6019222044888424 351.227736385476 0.2433256221984329 0.1125739860470152 1.99375 2.175,,,,
4819,4819 e4Nr5a1 1.95  0.2105834366770713 0.0919918745980951 1.2312500000000002 1.2750000000000001,,,,
4820,4820 e4Nr5a1 3.3  0.1491409630500759 0.1036555584257135 2.2 1.8750000000000002,,,,
4821,4821 e4Nr5a1 2.65  0.198939336241308 0.0568012279422751 1.71875 1.8500000000000003,,,,
4822,4822 e4Nr5a1 3.867144717980356 4.183000366164089 0.1773599846040756 0.0974648080343392 2.2687500000000003 2.9,,,,
4823,4823 e4Nr5a1 2.5701826830756644 4.831702698246718 0.1147286429550609 0.0926749045912394 1.70625 2.15,,,,
4824,4824 e4Nr5a1 3.15  0.1591648426424696 0.0822624207033636 2.24375 2.375,,,,
4825,4825 e4Nr5a1 2.25  0.1381101158456846 0.0776369462192435 1.675 1.475,,,,
4826,4826 e4Nr5a1 2.7  0.1992838020553922 0.1649736560220343 1.5750000000000004 1.625,,,,
4827,4827 e4Nr5a1 2.8  0.2275408473638779 0.0967921162226377 1.725 1.4000000000000001,,,,
4828,4828 e4Nr5a1 4.15  0.1201714569889078 0.0573265468703455 3.04375 2.8499999999999996,,,,
4829,4829 e4Nr5a1 3.2  0.1759448700025945 0.1067178009230545 2.1625 2.0250000000000004,,,,
4830,4830 e4Nr5a1 4.339618205342796 30.55127006349361 0.1890522770508805 0.1189363937778004 2.70625 2.3000000000000003,,,,
4831,4831 e4Nr5a1 2.8354753434335778 35.166224502231444 0.1644325131949467 0.101491421088471 1.6375 1.725,,,,
4832,4832 e4Nr5a1 2.763898229598237 38.75981000356199 0.1841937221066309 0.0867324464939731 1.81875 1.55,,,,
4833,4833 e4Nr5a1 3.05  0.1205114938986165 0.0957851570598566 2.11875 2.0500000000000003,,,,
4834,4834 e4Nr5a1 2.255806135002691 50.20651616170776 0.1847213358295189 0.1447487009921736 1.2875 1.5749999999999997,,,,
4835,4835 e4Nr5a1 3.85  0.0642318055222536 0.0262290694586702 3.2125000000000004 2.825,,,,
4836,4836 e4Nr5a1 3.161776476413365 35.86949018356679 0.1567475426966894 0.0386126407906528 2.13125 2.65,,,,
4837,4837 e4Nr5a1 3.297729529412497 40.45219968019511 0.0978211599309451 0.0587421900007834 2.46875 2.025,,,,
4838,4838 e4Nr5a1 4.516574017762932 49.25006853548301 0.2067980466512327 0.1038682608080306 2.8125 2.2750000000000004,,,,
4839,4839 e4Nr5a1 1.7843762955012576 55.396797260938094 0.1931320791582797 0.0391515352505443 1.25 0.7000000000000001,,,,
4840,4840 e4Nr5a1 5.179360119646998 60.147824324775065 0.1682990554892424 0.1152535693163696 3.05625 2.9499999999999997,,,,
4841,4841 e4Nr5a1 1.9927848643019668 43.945427174923154 0.2181633987683423 0.1865645432338738 1.11875 0.975,,,,
4842,4842 e4Nr5a1 3.2041726791850715 47.73651386444634 0.1655785952139353 0.114795769839456 2.00625 2.325,,,,
4843,4843 e4Nr5a1 2.836409879186986 51.61285317463833 0.2173414757820148 0.1008553899829661 1.74375 1.25,,,,
4844,4844 e4Nr5a1 3.179036661461578 49.04945600037624 0.129907329057877 0.0735672323223828 2.29375 2.525,,,,
4845,4845 e4Nr5a1 4.5046515892251024 72.27237592557375 0.1941223933856347 0.1353152418456219 2.7625 2.1750000000000003,,,,
4846,4846 e4Nr5a1 3.0628524756140507 60.97685564763962 0.1809414051962152 0.1455488755300377 1.8875 1.85,,,,
4847,4847 e4Nr5a1 3.840688790979453 58.6344879064309 0.1966846712929459 0.1441952555382714 2.075 1.275,,,,
4848,4848 e4Nr5a1 3.83604273840298 69.69777536818268 0.069916810693083 0.0593257062927048 2.7187500000000004 2.6999999999999997,,,,
4849,4849 e4Nr5a1 3.877196235341087 68.94084491969483 0.1187682734478269 0.1080199614647738 2.4 1.9,,,,
4850,4850 e4Nr5a1 3.6132753343207 85.81669745219338 0.1166342812193549 0.1350109638283494 2.34375 2.5250000000000004,,,,
4851,4851 e4Nr5a1 2.4830184198853136 80.08772323682753 0.2142399077512248 0.1251825735316679 1.425 0.55,,,,
4852,4852 e4Nr5a1 3.1462374824239774 81.32575453239696 0.1209106164182027 0.0735177097696703 2.125 1.675,,,,
4853,4853 e4Nr5a1 14.85  0.0099380798999991 0.0149041271272113 14.0625 9.825000000000001,,,,
4854,4854 e4Nr5a1 3.492811130704777 85.34678959628526 0.1901976548987765 0.1190389205184447 2.03125 2.15,,,,
4855,4855 e4Nr5a1 2.2  0.1310835704828373 0.1354637841474086 1.31875 1.25,,,,
4856,4856 e4Nr5a1 4.900541578428642 74.27475249833542 0.1566820276497695 0.0883467445509375 2.7125000000000004 2.675,,,,
4857,4857 e4Nr5a1 17.977077339646794 66.48506044925496 0.0169882198249231 0.0127220311332039 16.337500000000002 17.3,,,,
4858,4858 e4Nr5a1 3.1798204320752883 77.74086398120319 0.1605089012509341 0.104340317308032 2.0375 1.45,,,,
4859,4859 e4Nr5a1 2.87574187233219 84.9669283960489 0.191136421885592 0.1672669249068056 1.575 1.825,,,,
4860,4860 e4Nr5a1 3.6520801459734247 92.48570325971497 0.1189149717768744 0.0807434486024949 2.525 1.9749999999999999,,,,
4861,4861 e4Nr5a1 3.202030409206529 92.20477229749017 0.1678431610252444 0.1647416903214969 1.825 2.0250000000000004,,,,
4862,4862 e4Nr5a1 3.2186150268426013 92.24559997621628 0.1667999467092907 0.1419886248542785 1.875 0.85,,,,
4863,4863 e4Nr5a1 3.7382668029087913 95.87562180373054 0.2278510215415137 0.1350252827750614 1.93125 1.75,,,,
4864,4864 e4Nr5a1 4.226774974074414 95.57366349288402 0.1357196946226148 0.0927013063917144 2.7875 2.125,,,,
4865,4865 e4Nr5a1 4.15  0.0724185723702682 0.0744028654443837 3.275 3.45,,,,
4866,4866 e4Nr5a1 3.2  0.1966846712929459 0.0794918019039154 2.075 1.9000000000000001,,,,
4867,4867 e4Nr5a1 4.35  0.1218476807688726 0.1247194440423409 2.59375 2.275,,,,
4868,4868 e4Nr5a1 4.4  0.1395627967712591 0.0978752404310596 2.99375 2.275,,,,
4869,4869 e4Nr5a1 3.0  0.093580962004588 0.1596103548421214 2.03125 1.3750000000000002,,,,
4870,4870 e4Nr5a1 3.05  0.1351839363239426 0.1028940050810431 2.13125 2.225,,,,
4871,4871 e4Nr5a1 3.45  0.1292913002994982 0.1003487787832603 2.5625 1.9249999999999998,,,,
4872,4872 e4Nr5a1 3.3  0.1272735376189845 0.1211060403449589 2.1812500000000004 2.175,,,,
4873,4873 e4Nr5a1 5.254083196356112 119.08613386836326 0.4563698989097037 0.141334803483441 2.2125 1.125,,,,
4874,4874 e4Nr5a1 2.85  0.2077818101644747 0.1788943459798827 1.48125 1.2249999999999999,,,,
4875,4875 e4Nr5a1 3.05  0.105122864099325 0.131338913087392 2.13125 1.45,,,,
4876,4876 e4Nr5a1 5.016591361703954 125.92840594135612 0.2087261509941529 0.1668730726237903 2.79375 2.65,,,,
4877,4877 e4Nr5a1 4.8  0.228263860749398 0.1318996052950518 2.70625 1.775,,,,
4878,4878 e4Nr5a1 5.62336358162995 129.9107703674451 0.2978407176742251 0.1256458256595247 2.84375 2.3000000000000003,,,,
4879,4879 e4Nr5a1 4.425407680751395 124.62654830995676 0.1110354208180655 0.063513680035596 2.9625 2.825,,,,
4880,4880 e4Nr5a1 4.177215335792978 128.30547293058913 0.1537144037292283 0.1181646323276909 2.625 2.55,,,,
4881,4881 e4Nr5a1 2.4018443157491443 126.145026322482 0.201518209894676 0.0896372422120879 1.48125 1.8,,,,
4882,4882 e4Nr5a1 4.673028325490326 136.05913736854802 0.1175521194180847 0.0640705304257117 3.35 3.525,,,,
4883,4883 e4Nr5a1 4.748784604168764 140.86543989230273 0.1498107587259634 0.0928851284955199 2.95 3.1499999999999995,,,,
4884,4884 e4Nr5a1 3.625613595954887 132.43691115894765 0.1624347241588227 0.0900887382325898 2.3625 2.8000000000000003,,,,
4885,4885 e4Nr5a1 4.222517288682243 134.86840456679013 0.1650641241578645 0.1370295338896995 2.3125 2.2,2.0799999999999996,1.1199999999999999,78.0,False
4886,4886 e4Nr5a1 4.9167525416129125 130.01177225578903 0.1036192885180433 0.0587873900978984 3.5500000000000007 3.75,,,,
4887,4887 e4Nr5a1 3.224847427202297 144.8133637046317 0.2325437068354892 0.1167034510090831 1.8875 2.1,,,,
4888,4888 e4Nr5a1 4.077084041758853 141.94908677292 0.1221942655309689 0.0900695997700389 2.5187500000000003 1.9,,,,
4889,4889 e4Nr5a1 3.8550938682558886 150.92413745403778 0.1157500786305194 0.0669318706398475 2.90625 2.575,,,,
4890,4890 e4Nr5a1 2.7972824190742585 140.52614580580249 0.0816239295091519 0.0894698984997565 2.15625 2.025,,,,
4891,4891 e4Nr5a1 4.52540634666788 155.48566004376454 0.1150998718104361 0.1165208176214242 2.53125 2.6500000000000004,,,,
4892,4892 e4Nr5a1 3.53911489480708 156.35989196897978 0.1347685128371971 0.0674178923339476 2.05 1.4249999999999998,,,,
4893,4893 e4Nr5a1 2.7116415408174066 161.2439772838673 0.1602445837171456 0.1408910627941872 1.3312500000000005 1.475,,,,
4894,4894 e4Nr5a1 3.4274304799215862 171.2492033025956 0.2041141398820624 0.1516793203576893 1.89375 2.125,,,,
4895,4895 e4Nr5a1 3.344171570401992 160.6298641581802 0.1108878559379867 0.0727169421766568 2.51875 2.9,,,,
4896,4896 e4Nr5a1 3.7607885901189535 174.17312855797783 0.1419987050346209 0.1139272319634707 2.4875 2.675,,,,
4897,4897 e4Nr5a1 2.85  0.1038290376068527 0.1931557751306645 1.5937500000000002 1.6999999999999997,,,,
4898,4898 e4Nr5a1 4.085743862474086 170.8107242096103 0.2127091474429242 0.1403370768882251 2.1 2.525,,,,
4899,4899 e4Nr5a1 4.020248842934601 177.04056612977652 0.1308569287613555 0.0743317692539185 2.84375 3.025,,,,
4900,4900 e4Nr5a1 5.11129513949874 174.08060872264008 0.1223516170464974 0.0773851279866119 3.5187500000000003 3.4749999999999996,,,,
4901,4901 e4Nr5a1 3.0482370159292884 178.80706374220628 0.1391235146447945 0.1248346350048385 1.98125 2.4,,,,
4902,4902 e4Nr5a1 4.247182633286854 178.21367446647844 0.1075483849466665 0.0959317132403842 2.90625 3.175,,,,
4903,4903 e4Nr5a1 2.660142553096804 181.94972782799937 0.1323839677896473 0.0638612885986335 1.89375 2.25,,,,
4904,4904 e4Nr5a1 2.213916178420342 189.73475129038428 0.1967067921296583 0.1457390486834124 1.2875 1.6,,,,
4905,4905 e4Nr5a1 4.25  0.1025173400233284 0.0520028446139276 3.3625 3.125,,,,
4906,4906 e4Nr5a1 5.129048165740914 192.67057949855467 0.2182031328213385 0.133515039683215 2.84375 2.4,,,,
4907,4907 e4Nr5a1 3.15  0.1212922270540893 0.0631667404027145 2.4125 3.025,,,,
4908,4908 e4Nr5a1 2.45  0.1392423282692177 0.0631661092977879 1.7062499999999998 1.475,,,,
4909,4909 e4Nr5a1 2.25  0.1436310649285175 0.0812400510932538 1.6 1.4749999999999999,,,,
4910,4910 e4Nr5a1 3.45  0.172438881005959 0.0876231274277407 2.29375 2.625,,,,
4911,4911 e4Nr5a1 2.75  0.1226377984851697 0.0932677954797473 1.8375 2.175,,,,
4912,4912 e4Nr5a1 3.5  0.2057201888173104 0.0743787100551538 2.40625 1.7999999999999998,,,,
4913,4913 e4Nr5a1 2.5  0.1210892005568946 0.1111148750079868 1.68125 1.575,,,,
4914,4914 e4Nr5a1 2.35  0.1711692361031542 0.1013396791538431 1.55 1.7750000000000001,,,,
4915,4915 e4Nr5a1 2.551319721891723 212.05615763997352 0.1782726239681724 0.0940870017328978 1.7125 2.3000000000000003,,,,
4916,4916 e4Nr5a1 2.6  0.1304534332535177 0.0975596227344544 1.84375 1.65,,,,
4917,4917 e4Nr5a1 3.972785228750265 212.24156003178865 0.1539049153029665 0.0567349380474622 2.7062500000000003 2.5,,,,
4918,4918 e4Nr5a1 2.6454739548172923 215.5660225974373 0.1274754878398196 0.0986089594155176 1.75 1.2249999999999999,,,,
4919,4919 e4Nr5a1 2.7210896513475253 211.27419338496412 0.0850385712254961 0.0782091480736973 2.05 1.7,,,,
4920,4920 e4Nr5a1 3.240923428377455 215.0934510794182 0.2126577633403083 0.1177576712257053 1.7937500000000004 1.825,,,,
4921,4921 e4Nr5a1 3.2713928809226216 221.1603796480897 0.1878852214045664 0.1073932389722158 2.05625 2.075,,,,
4922,4922 e4Nr5a1 3.749832321993437 215.46986470803265 0.0990849474730918 0.0455417146871751 2.9125000000000005 2.8249999999999997,,,,
4923,4923 e4Nr5a1 2.3430417735099343 217.6037590195552 0.3623626489339149 0.1477720741665615 1.0499999999999998 1.5,,,,
4924,4924 e4Nr5a1 2.374870858837589 229.8234221468496 0.1436895294666285 0.0994323039828432 1.61875 1.725,,,,
4925,4925 e4Nr5a1 2.6924035389968792 226.0789831707632 0.2034154905451913 0.0872892416009432 1.725 1.0999999999999999,,,,
4926,4926 e4Nr5a1 4.8769866394491 227.96099606892 0.2684686267486411 0.2123633003066976 2.13125 1.75,,,,
4927,4927 e4Nr5a1 2.4  0.1072652535332003 0.1217793981209456 1.69375 1.775,,,,
4928,4928 e4Nr5a1 2.300478268556847 248.53804461379397 0.1283080392942672 0.0861720998469931 1.34375 1.7,,,,
4929,4929 e4Nr5a1 4.434120212359959 236.83849467584972 0.3273704894539873 0.190631267297978 1.78125 0.7000000000000001,,,,
